,pos,nega,neu
10113,17,15,10
10114,32,22,15
10115,17,14,12
10116,11,6,3
10117,18,14,11
10118,19,12,20
10119,27,14,8
10120,14,11,7
10121,15,3,2
10122,12,7,6
10123,14,6,3
10124,12,10,5
10125,51,24,13
10126,16,12,7
10127,19,11,9
10128,18,13,10
10129,23,13,9
10130,14,7,4
10131,10,8,5
10132,9,6,4
10133,18,11,10
10134,15,8,5
10135,23,18,11
10136,17,7,5
10137,21,7,6
10138,30,21,14
10139,11,10,4
10140,12,11,7
10141,9,6,5
10142,26,18,12
10143,23,9,5
10144,12,5,3
10145,16,8,6
10146,8,7,7
10147,9,11,3
10148,10,6,5
10149,12,9,4
10150,12,7,5
10151,9,7,5
10152,24,15,9
10153,12,9,9
10154,12,10,8
10155,30,20,15
10156,17,8,3
10157,31,19,12
10158,14,10,8
10159,22,11,8
10160,9,5,2
10161,14,5,3
10162,20,13,10
10163,12,5,3
10164,26,19,13
10165,18,9,9
10166,66,43,45
10167,19,9,4
10168,23,13,10
10169,21,15,10
10170,20,10,8
10171,17,9,2
10172,17,8,7
10173,18,12,9
10174,13,8,5
10175,20,10,8
10176,3,1,1
10177,22,14,11
10178,21,18,18
10179,27,20,17
10180,17,14,12
10181,26,12,12
10182,16,12,12
10183,23,25,9
10184,20,11,11
10185,21,10,7
10186,27,13,11
10187,17,9,11
10188,14,12,9
10189,18,9,7
10190,33,22,23
10191,16,9,10
10192,11,6,4
10193,14,11,7
10194,11,9,6
10195,7,3,2
10196,21,9,8
10197,5,3,3
10198,38,25,19
10199,27,30,10
10200,16,7,5
10201,21,14,9
10202,21,14,21
10203,9,8,3
10204,19,15,4
10205,16,10,8
10206,7,4,2
10207,10,6,2
10208,16,5,5
10209,9,7,2
10210,12,9,6
10211,16,7,5
10212,16,8,7
10213,23,16,12
10214,18,7,8
10215,28,17,11
10216,33,19,15
10217,15,10,11
10218,6,6,4
10219,17,11,6
10220,13,6,7
10221,7,3,1
10222,7,5,3
10223,15,11,10
10224,29,13,10
10225,24,15,12
10226,10,4,4
10227,10,5,4
10228,13,8,5
10229,23,17,12
10230,13,10,11
10231,7,1,1
10232,16,8,6
10233,6,2,2
10234,11,7,4
10235,16,8,5
10236,11,6,2
10237,9,5,6
10238,19,10,6
10239,10,4,2
10240,14,10,9
10241,10,10,5
10242,13,5,4
10243,16,10,6
10244,13,9,8
10245,28,13,8
10246,9,2,1
10247,15,13,9
10248,8,6,5
10249,9,4,2
10250,29,19,14
10251,11,6,1
10252,8,5,2
10253,28,19,16
10254,15,9,9
10255,14,6,5
10256,8,5,3
10257,13,4,5
10258,32,18,14
10259,14,6,5
10260,11,9,7
10261,35,28,19
10262,10,5,3
10263,25,18,15
10264,17,12,8
10265,57,37,29
10266,22,11,9
10267,21,6,6
10268,18,11,9
10269,12,9,7
10270,25,13,14
10271,14,10,7
10272,20,18,14
10273,4,3,3
10274,20,13,14
10275,17,13,12
10276,6,5,4
10277,13,8,6
10278,19,14,9
10279,57,33,24
10280,13,8,5
10281,15,9,4
10282,17,13,9
10283,18,8,4
10284,16,10,3
10285,34,22,15
10286,23,16,13
10287,15,10,9
10288,14,3,3
10289,11,3,2
10290,29,18,13
10291,24,14,12
10292,14,7,7
10293,14,12,5
10294,24,13,7
10295,20,15,11
10296,23,18,10
10297,15,11,10
10298,39,27,25
10299,11,10,6
10300,11,7,3
10301,5,3,2
10302,14,10,4
10303,11,4,2
10304,18,18,9
10305,21,16,14
10306,13,7,6
10307,10,4,7
10308,10,4,2
10309,18,11,13
10310,16,10,8
10311,23,11,9
10312,16,15,6
10313,18,10,7
10314,13,10,6
10315,7,5,3
10316,33,20,15
10317,23,10,7
10318,33,17,10
10319,17,13,7
10320,5,4,4
10321,23,10,8
10322,25,18,11
10323,7,5,4
10324,15,11,8
10325,26,15,8
10326,16,10,6
10327,10,7,4
10328,26,18,8
10329,10,6,3
10330,14,10,6
10331,26,16,17
10332,35,18,15
10333,13,14,7
10334,10,4,1
10335,9,3,3
10336,20,9,4
10337,29,17,32
10338,25,17,17
10339,11,7,5
10340,14,8,5
10341,21,17,6
10342,33,21,21
10343,15,7,6
10344,30,17,6
10345,14,8,6
10346,13,9,4
10347,12,8,11
10348,20,14,11
10349,11,6,4
10350,14,13,11
10351,21,14,11
10352,49,30,32
10353,31,14,11
10354,14,9,7
10355,10,7,5
10356,9,5,2
10357,18,12,9
10358,12,8,5
10359,15,9,11
10360,22,15,10
10361,16,17,11
10362,8,4,3
10363,41,30,18
10364,23,17,9
10365,16,11,10
10366,22,14,10
10367,10,5,5
10368,15,11,8
10369,12,7,6
10370,17,9,7
10371,26,17,12
10372,9,4,5
10373,17,11,10
10374,16,9,6
10375,23,16,10
10376,15,9,4
10377,17,13,4
10378,7,3,2
10379,11,9,6
10380,19,12,8
10381,6,3,2
10382,25,13,10
10383,11,6,5
10384,18,5,5
10385,15,13,7
10386,6,3,1
10387,8,2,2
10388,41,29,15
10389,22,14,12
10390,6,3,3
10391,56,24,13
10392,18,8,7
10393,11,8,8
10394,32,23,20
10395,31,7,5
10396,15,8,7
10397,13,8,8
10398,11,5,2
10399,18,13,8
10400,15,10,11
10401,18,9,5
10402,5,2,2
10403,14,4,3
10404,13,8,6
10405,23,20,9
10406,25,18,14
10407,10,5,4
10408,28,10,6
10409,41,33,22
10410,22,12,6
10411,40,17,9
10412,22,13,12
10413,8,5,4
10414,8,5,7
10415,20,11,7
10416,14,7,5
10417,18,13,10
10418,10,7,6
10419,40,30,24
10420,12,6,5
10421,18,11,4
10422,38,26,15
10423,19,12,10
10424,13,6,4
10425,6,1,0
10426,24,15,9
10427,35,29,18
10428,18,12,2
10429,12,6,3
10430,18,16,10
10431,17,11,4
10432,12,2,4
10433,24,13,10
10434,31,22,16
10435,19,14,13
10436,20,14,10
10437,9,3,0
10438,16,14,12
10439,14,11,8
10440,3,4,0
10441,43,19,13
10442,10,8,4
10443,14,12,13
10444,19,13,11
10445,15,12,9
10446,9,6,3
10447,18,8,7
10448,9,6,4
10449,6,1,0
10450,43,26,19
10451,18,12,10
10452,15,8,7
10453,27,15,11
10454,32,25,16
10455,13,6,5
10456,16,11,8
10457,37,28,22
10458,17,12,7
10459,13,8,7
10460,13,8,6
10461,14,10,4
10462,15,10,7
10463,23,16,12
10464,19,9,6
10465,32,21,16
10466,10,5,3
10467,36,21,17
10468,13,5,6
10469,14,9,6
10470,17,8,9
10471,12,9,5
10472,9,4,2
10473,26,18,13
10474,12,6,6
10475,22,8,10
10476,25,15,12
10477,20,12,7
10478,23,17,17
10479,10,5,2
10480,10,9,8
10481,19,12,7
10482,24,13,8
10483,13,5,2
10484,6,5,4
10485,10,6,4
10486,14,9,5
10487,12,6,4
10488,14,5,1
10489,26,15,8
10490,16,6,3
10491,9,5,4
10492,12,7,7
10493,9,6,5
10494,21,16,10
10495,24,16,12
10496,14,1,1
10497,9,6,5
10498,19,11,14
10499,9,6,1
10500,16,9,5
10501,12,7,7
10502,20,8,7
10503,15,11,8
10504,11,8,6
10505,39,19,9
10506,24,11,5
10507,20,16,11
10508,16,5,5
10509,4,5,3
10510,9,4,2
10511,17,12,8
10512,11,10,9
10513,17,15,6
10514,12,7,6
10515,13,10,6
10516,18,10,7
10517,16,14,9
10518,10,9,7
10519,21,18,11
10520,18,9,9
10521,30,7,4
10522,13,7,7
10523,24,14,13
10524,11,8,7
10525,21,21,9
10526,7,2,2
10527,19,7,2
10528,11,6,3
10529,7,8,3
10530,19,6,4
10531,26,18,15
10532,9,6,6
10533,4,2,0
10534,15,6,4
10535,14,8,7
10536,12,4,3
10537,26,17,14
10538,18,11,8
10539,5,1,1
10540,18,12,11
10541,10,8,6
10542,23,15,10
10543,10,6,1
10544,14,9,6
10545,12,9,4
10546,35,25,19
10547,21,15,10
10548,8,6,6
10549,22,14,8
10550,27,19,15
10551,18,11,8
10552,9,5,4
10553,13,7,7
10554,29,13,10
10555,10,5,3
10556,19,9,9
10557,31,17,14
10558,10,9,6
10559,7,6,5
10560,19,12,10
10561,17,13,13
10562,13,10,8
10563,31,25,18
10564,56,30,23
10565,28,16,14
10566,14,4,1
10567,18,7,8
10568,27,19,14
10569,20,12,8
10570,7,3,2
10571,5,4,4
10572,5,4,3
10573,17,12,12
10574,26,15,14
10575,15,9,2
10576,26,10,5
10577,7,2,2
10578,12,6,5
10579,22,13,11
10580,8,3,4
10581,13,7,6
10582,25,13,12
10583,19,13,10
10584,19,15,11
10585,60,44,35
10586,12,7,5
10587,31,22,20
10588,11,5,4
10589,7,4,3
10590,25,22,17
10591,19,11,7
10592,17,10,6
10593,19,15,13
10594,14,11,9
10595,9,5,4
10596,16,8,5
10597,19,11,10
10598,19,14,8
10599,8,4,2
10600,16,10,10
10601,14,7,7
10602,23,10,9
10603,36,21,13
10604,16,9,7
10605,7,7,2
10606,20,15,8
10607,17,9,8
10608,11,7,4
10609,20,11,9
10610,27,16,13
10611,11,7,5
10612,23,9,9
10613,42,25,21
10614,35,17,14
10615,15,8,17
10616,16,14,10
10617,24,12,13
10618,18,6,5
10619,16,11,5
10620,5,5,0
10621,20,10,5
10622,18,10,10
10623,31,18,12
10624,29,27,18
10625,16,9,5
10626,19,13,7
10627,12,6,4
10628,34,26,14
10629,11,3,1
10630,24,17,8
10631,13,11,5
10632,14,10,6
10633,9,7,3
10634,10,7,2
10635,17,13,9
10636,10,4,1
10637,11,7,6
10638,8,3,2
10639,12,9,5
10640,8,8,5
10641,16,11,10
10642,10,4,2
10643,9,4,1
10644,27,22,16
10645,9,6,1
10646,20,12,11
10647,9,8,4
10648,13,10,8
10649,18,9,2
10650,37,25,15
10651,13,5,6
10652,14,6,7
10653,40,19,9
10654,16,12,4
10655,24,15,10
10656,18,11,8
10657,27,21,13
10658,20,11,8
10659,13,6,5
10660,6,3,4
10661,6,6,1
10662,15,10,9
10663,21,11,8
10664,11,6,3
10665,21,12,5
10666,16,6,6
10667,15,9,7
10668,13,9,5
10669,16,6,4
10670,12,12,5
10671,16,10,5
10672,22,15,13
10673,14,11,6
10674,15,8,3
10675,12,8,12
10676,40,22,13
10677,25,14,18
10678,14,5,3
10679,21,17,17
10680,36,22,20
10681,7,2,1
10682,10,5,2
10683,13,13,6
10684,16,9,3
10685,29,14,6
10686,15,7,5
10687,10,9,4
10688,20,8,6
10689,9,2,2
10690,5,2,2
10691,11,8,8
10692,14,8,6
10693,13,8,7
10694,14,8,6
10695,11,6,6
10696,14,6,5
10697,21,12,10
10698,15,5,3
10699,18,9,6
10700,7,3,2
10701,22,13,6
10702,29,21,14
10703,16,17,7
10704,24,11,8
10705,28,19,10
10706,5,2,2
10707,25,12,9
10708,12,6,5
10709,12,4,6
10710,24,17,14
10711,19,10,9
10712,18,11,4
10713,18,15,12
10714,8,1,2
10715,25,9,8
10716,21,17,11
10717,7,3,3
10718,19,10,6
10719,9,6,2
10720,9,4,4
10721,17,18,6
10722,22,18,14
10723,9,7,7
10724,16,10,4
10725,8,4,2
10726,15,13,11
10727,14,3,3
10728,30,21,11
10729,7,2,2
10730,8,5,4
10731,10,5,6
10732,18,10,5
10733,16,8,4
10734,13,8,6
10735,8,9,4
10736,11,5,4
10737,11,14,5
10738,10,8,4
10739,7,4,3
10740,16,8,5
10741,45,20,22
10742,19,12,8
10743,23,12,7
10744,20,6,9
10745,18,7,3
10746,17,16,13
10747,15,13,9
10748,14,7,4
10749,11,9,7
10750,24,14,14
10751,11,7,2
10752,27,20,18
10753,6,5,2
10754,9,4,4
10755,35,13,9
10756,12,7,4
10757,32,22,14
10758,14,12,6
10759,17,14,8
10760,9,4,4
10761,8,5,3
10762,24,14,9
10763,38,32,27
10764,18,11,4
10765,11,8,8
10766,10,5,4
10767,7,6,3
10768,26,13,11
10769,7,6,1
10770,19,13,8
10771,18,10,9
10772,25,14,8
10773,11,7,4
10774,35,18,11
10775,29,16,15
10776,12,8,5
10777,12,4,8
10778,11,3,6
10779,19,9,7
10780,8,5,2
10781,9,7,5
10782,19,8,5
10783,22,14,13
10784,17,12,3
10785,12,6,3
10786,9,5,4
10787,13,6,4
10788,10,10,6
10789,24,14,11
10790,17,10,8
10791,3,1,1
10792,15,13,7
10793,27,19,10
10794,22,12,9
10795,5,3,1
10796,35,20,19
10797,15,8,6
10798,16,9,6
10799,7,5,2
10800,10,4,3
10801,18,9,7
10802,16,12,6
10803,35,30,20
10804,11,8,2
10805,7,6,8
10806,23,10,7
10807,29,20,8
10808,17,8,5
10809,15,9,4
10810,4,1,0
10811,9,7,5
10812,16,8,2
10813,11,6,5
10814,4,3,2
10815,4,1,1
10816,11,5,2
10817,11,6,4
10818,12,4,3
10819,5,4,2
10820,28,22,15
10821,35,22,18
10822,16,7,2
10823,6,2,3
10824,48,38,16
10825,88,66,36
10826,15,5,1
10827,41,22,14
10828,12,9,7
10829,5,3,2
10830,12,9,8
10831,8,2,1
10832,28,21,16
10833,14,8,5
10834,15,11,8
10835,2,1,1
10836,23,17,16
10837,16,10,7
10838,21,9,4
10839,16,5,4
10840,11,5,4
10841,17,7,5
10842,23,18,11
10843,26,10,9
10844,18,11,9
10845,38,27,16
10846,38,20,21
10847,21,14,9
10848,16,11,8
10849,14,8,7
10850,10,4,1
10851,7,4,4
10852,28,20,18
10853,26,16,13
10854,30,17,8
10855,39,31,19
10856,11,8,5
10857,6,3,1
10858,15,10,6
10859,18,8,6
10860,16,7,6
10861,17,7,6
10862,22,14,13
10863,15,12,6
10864,15,8,6
10865,15,8,5
10866,25,13,8
10867,78,44,24
10868,11,3,3
10869,21,8,8
10870,24,14,7
10871,15,7,6
10872,10,6,3
10873,12,7,5
10874,22,17,16
10875,13,9,6
10876,15,7,6
10877,9,5,5
10878,22,14,11
10879,13,6,5
10880,6,5,3
10881,32,15,11
10882,26,10,8
10883,42,27,30
10884,11,9,6
10885,11,5,5
10886,15,10,5
10887,34,23,18
10888,8,5,2
10889,27,17,12
10890,7,2,2
10891,9,6,2
10892,16,13,6
10893,16,15,13
10894,33,21,12
10895,10,4,2
10896,18,11,9
10897,8,5,3
10898,11,9,2
10899,17,11,7
10900,23,14,11
10901,12,12,6
10902,21,11,11
10903,13,10,8
10904,31,23,14
10905,25,14,12
10906,5,5,3
10907,14,12,11
10908,5,5,0
10909,22,13,9
10910,17,13,9
10911,23,20,16
10912,10,4,4
10913,6,6,3
10914,13,9,4
10915,25,10,2
10916,11,6,3
10917,28,20,12
10918,15,9,10
10919,15,8,6
10920,14,12,9
10921,15,11,2
10922,26,19,9
10923,27,21,20
10924,20,15,11
10925,12,9,4
10926,23,14,10
10927,13,7,5
10928,10,4,2
10929,21,13,10
10930,9,5,4
10931,16,6,5
10932,11,6,3
10933,15,8,6
10934,7,3,5
10935,22,13,8
10936,25,14,13
10937,12,4,6
10938,7,3,3
10939,12,7,4
10940,9,4,0
10941,8,7,8
10942,14,9,8
10943,18,12,8
10944,23,9,10
10945,12,7,7
10946,8,1,2
10947,21,16,13
10948,16,8,5
10949,21,14,10
10950,39,21,14
10951,17,9,7
10952,15,8,7
10953,14,11,7
10954,13,8,3
10955,4,2,1
10956,10,4,5
10957,43,26,22
10958,12,6,4
10959,44,27,15
10960,13,7,5
10961,38,22,14
10962,16,6,4
10963,10,5,4
10964,51,35,17
10965,25,17,14
10966,10,4,4
10967,7,4,4
10968,13,8,7
10969,13,9,7
10970,15,5,5
10971,37,22,18
10972,11,5,4
10973,8,7,6
10974,29,13,9
10975,26,13,10
10976,25,15,12
10977,18,11,8
10978,17,9,8
10979,33,23,16
10980,17,7,7
10981,14,7,6
10982,15,10,3
10983,23,10,4
10984,14,9,6
10985,21,14,10
10986,20,5,2
10987,15,8,7
10988,15,11,9
10989,24,20,12
10990,12,7,5
10991,13,9,7
10992,9,6,6
10993,15,3,6
10994,25,17,16
10995,16,12,11
10996,11,6,3
10997,18,10,9
10998,29,11,14
10999,18,13,12
11000,7,3,2
11001,19,8,5
11002,28,19,15
11003,13,6,3
11004,23,7,2
11005,12,8,6
11006,14,12,7
11007,59,33,25
11008,4,2,1
11009,20,12,13
11010,13,11,6
11011,12,6,5
11012,23,16,7
11013,17,11,11
11014,7,4,2
11015,4,3,2
11016,15,11,10
11017,31,18,16
11018,18,9,7
11019,9,5,2
11020,27,17,15
11021,38,20,14
11022,9,4,4
11023,16,12,7
11024,17,13,9
11025,10,3,1
11026,22,13,12
11027,12,7,6
11028,16,6,4
11029,19,13,11
11030,18,18,9
11031,13,3,2
11032,25,12,13
11033,24,20,18
11034,9,2,1
11035,10,6,6
11036,10,7,5
11037,7,3,3
11038,19,12,12
11039,24,15,7
11040,18,8,7
11041,23,11,9
11042,25,20,12
11043,34,11,9
11044,29,16,13
11045,10,4,2
11046,18,14,10
11047,11,7,6
11048,11,6,7
11049,24,14,10
11050,12,7,3
11051,10,2,3
11052,29,24,16
11053,17,13,11
11054,17,15,11
11055,42,23,11
11056,7,2,1
11057,50,33,22
11058,11,11,6
11059,16,10,8
11060,19,11,12
11061,14,7,3
11062,25,12,11
11063,29,14,9
11064,20,14,8
11065,16,8,11
11066,19,3,0
11067,6,5,3
11068,7,1,1
11069,8,4,6
11070,16,13,11
11071,18,10,6
11072,17,8,5
11073,3,2,2
11074,21,17,12
11075,8,6,3
11076,13,8,8
11077,9,6,4
11078,8,7,5
11079,20,7,13
11080,12,8,9
11081,27,17,18
11082,20,14,11
11083,21,16,11
11084,4,0,0
11085,24,16,6
11086,22,13,5
11087,11,6,7
11088,13,12,8
11089,18,12,6
11090,15,8,5
11091,9,8,6
11092,7,5,4
11093,30,20,12
11094,11,11,5
11095,21,8,2
11096,15,8,5
11097,34,26,20
11098,19,12,9
11099,22,9,9
11100,4,3,3
11101,9,6,1
11102,17,7,19
11103,17,13,17
11104,48,35,31
11105,20,14,9
11106,11,6,2
11107,15,10,6
11108,8,4,4
11109,17,10,2
11110,4,3,1
11111,22,13,10
11112,9,7,6
11113,14,8,6
11114,5,2,1
11115,19,9,4
11116,29,18,14
11117,10,7,4
11118,13,7,4
11119,13,9,7
11120,21,10,7
11121,6,6,0
11122,37,19,18
11123,17,14,7
11124,7,5,4
11125,7,5,4
11126,10,7,4
11127,37,17,10
11128,20,11,5
11129,10,2,4
11130,5,4,3
11131,10,8,3
11132,6,3,2
11133,20,12,11
11134,26,17,7
11135,35,20,18
11136,7,4,6
11137,10,6,10
11138,11,5,4
11139,7,6,3
11140,13,12,12
11141,7,3,1
11142,5,3,1
11143,15,16,4
11144,7,6,6
11145,68,45,36
11146,21,10,9
11147,12,8,4
11148,12,7,5
11149,23,12,10
11150,6,7,4
11151,28,18,16
11152,14,5,4
11153,6,5,4
11154,11,13,3
11155,14,12,8
11156,24,13,9
11157,11,5,5
11158,19,11,7
11159,6,4,3
11160,19,16,11
11161,13,10,5
11162,13,3,2
11163,9,5,5
11164,20,16,10
11165,27,12,9
11166,7,5,4
11167,13,9,3
11168,19,11,7
11169,24,16,10
11170,15,10,4
11171,11,7,5
11172,36,14,12
11173,14,6,5
11174,12,8,6
11175,32,18,14
11176,12,6,4
11177,16,14,13
11178,27,12,13
11179,14,7,8
11180,14,8,7
11181,7,2,2
11182,23,15,9
11183,21,14,9
11184,19,10,5
11185,42,31,25
11186,26,18,9
11187,35,24,15
11188,11,6,4
11189,18,12,11
11190,12,12,5
11191,28,19,15
11192,22,14,13
11193,20,10,9
11194,5,3,3
11195,18,13,10
11196,8,3,3
11197,13,7,5
11198,18,12,8
11199,25,14,8
11200,6,5,4
11201,13,9,5
11202,31,17,18
11203,8,5,5
11204,14,9,5
11205,23,10,9
11206,14,8,4
11207,16,14,9
11208,8,4,3
11209,13,9,2
11210,39,21,19
11211,9,4,1
11212,21,18,12
11213,12,8,8
11214,16,13,6
11215,9,6,6
11216,17,12,5
11217,10,9,4
11218,36,20,10
11219,2,2,2
11220,15,11,9
11221,20,8,8
11222,25,21,18
11223,16,8,8
11224,4,2,2
11225,4,2,4
11226,27,14,13
11227,21,15,15
11228,19,19,6
11229,8,6,5
11230,17,12,10
11231,14,11,8
11232,9,6,5
11233,8,4,4
11234,21,15,12
11235,20,14,11
11236,30,17,12
11237,16,11,7
11238,13,8,5
11239,19,15,13
11240,17,14,9
11241,28,15,13
11242,7,4,3
11243,21,12,7
11244,7,5,5
11245,27,20,21
11246,17,10,8
11247,17,11,7
11248,21,16,11
11249,23,13,10
11250,9,4,2
11251,9,8,7
11252,23,17,14
11253,21,9,2
11254,8,6,2
11255,11,6,6
11256,23,14,13
11257,17,7,4
11258,13,5,1
11259,13,5,2
11260,7,6,5
11261,9,7,7
11262,15,8,2
11263,17,10,5
11264,26,14,10
11265,18,11,5
11266,22,17,12
11267,14,8,8
11268,9,10,5
11269,17,12,8
11270,17,2,2
11271,19,13,9
11272,38,19,18
11273,16,10,5
11274,16,7,5
11275,19,13,9
11276,5,3,2
11277,14,9,4
11278,17,20,8
11279,12,8,5
11280,6,4,1
11281,20,14,11
11282,35,26,20
11283,29,21,29
11284,19,8,10
11285,14,11,9
11286,24,17,10
11287,17,9,5
11288,12,9,8
11289,31,22,14
11290,36,28,14
11291,21,14,13
11292,19,13,9
11293,24,15,13
11294,24,18,7
11295,25,17,15
11296,19,9,4
11297,9,5,4
11298,16,11,8
11299,20,13,12
11300,23,11,9
11301,15,9,5
11302,32,23,19
11303,24,16,7
11304,28,21,13
11305,35,21,18
11306,33,17,10
11307,28,19,13
11308,17,5,4
11309,8,6,10
11310,25,14,7
11311,31,16,11
11312,13,6,5
11313,10,7,5
11314,16,9,10
11315,16,11,6
11316,34,21,18
11317,28,20,11
11318,18,18,9
11319,25,16,14
11320,21,17,14
11321,8,6,3
11322,9,4,2
11323,19,13,7
11324,25,14,12
11325,21,11,10
11326,38,23,15
11327,20,11,7
11328,27,20,17
11329,26,18,11
11330,19,16,10
11331,26,20,11
11332,13,11,7
11333,12,7,7
11334,31,15,10
11335,4,3,1
11336,21,13,10
11337,14,11,16
11338,6,6,0
11339,23,16,13
11340,5,3,3
11341,46,24,20
11342,23,18,18
11343,16,9,4
11344,13,6,3
11345,22,11,9
11346,13,10,5
11347,12,5,5
11348,11,2,1
11349,9,5,3
11350,12,9,7
11351,9,4,3
11352,13,8,4
11353,10,5,4
11354,21,17,11
11355,27,16,12
11356,7,5,4
11357,17,14,9
11358,20,12,7
11359,17,13,12
11360,9,1,0
11361,14,10,12
11362,7,2,2
11363,14,7,6
11364,23,15,10
11365,29,27,16
11366,6,3,4
11367,13,10,7
11368,17,11,8
11369,23,12,9
11370,16,12,10
11371,15,10,6
11372,19,8,6
11373,7,6,5
11374,20,12,9
11375,11,4,4
11376,18,10,10
11377,28,12,10
11378,20,11,11
11379,16,10,8
11380,9,8,6
11381,31,14,12
11382,13,6,5
11383,23,7,7
11384,16,8,6
11385,8,4,2
11386,28,23,18
11387,18,8,5
11388,17,7,7
11389,30,34,6
11390,14,9,7
11391,17,5,4
11392,32,16,17
11393,12,7,7
11394,17,13,11
11395,15,8,6
11396,10,8,4
11397,23,14,12
11398,17,8,8
11399,12,3,3
11400,23,14,10
11401,15,10,6
11402,12,5,13
11403,21,15,8
11404,37,28,20
11405,5,3,3
11406,11,11,5
11407,39,18,14
11408,21,14,12
11409,10,8,6
11410,18,9,5
11411,20,14,7
11412,17,11,9
11413,22,14,6
11414,16,6,7
11415,18,10,6
11416,34,16,15
11417,14,9,8
11418,25,15,10
11419,12,8,5
11420,18,13,6
11421,22,15,9
11422,13,9,8
11423,15,12,11
11424,5,3,1
11425,36,28,13
11426,9,5,5
11427,26,9,5
11428,3,0,0
11429,23,10,8
11430,18,12,8
11431,5,3,2
11432,11,15,4
11433,14,6,6
11434,8,4,1
11435,12,7,4
11436,25,11,12
11437,12,5,7
11438,16,10,9
11439,15,4,2
11440,17,9,7
11441,32,24,17
11442,34,16,15
11443,8,6,3
11444,17,9,5
11445,10,4,3
11446,22,11,4
11447,14,5,5
11448,16,6,7
11449,14,12,5
11450,17,11,9
11451,9,7,6
11452,5,3,1
11453,12,3,3
11454,14,13,11
11455,7,3,1
11456,25,16,11
11457,9,6,5
11458,35,18,13
11459,21,14,9
11460,25,19,16
11461,10,10,6
11462,22,11,8
11463,18,14,9
11464,41,25,18
11465,11,6,4
11466,10,6,2
11467,38,26,19
11468,7,7,5
11469,19,12,10
11470,4,1,1
11471,5,5,1
11472,5,5,6
11473,9,6,5
11474,20,16,5
11475,37,17,8
11476,11,5,3
11477,9,7,9
11478,10,8,1
11479,23,15,6
11480,11,6,3
11481,17,13,5
11482,27,18,12
11483,13,9,4
11484,13,6,2
11485,17,13,9
11486,29,19,11
11487,12,3,5
11488,7,6,4
11489,2,1,1
11490,10,10,6
11491,14,8,5
11492,11,6,2
11493,17,10,6
11494,11,8,6
11495,9,8,6
11496,10,3,2
11497,5,0,0
11498,25,18,17
11499,34,18,10
11500,37,39,14
11501,46,26,27
11502,21,13,7
11503,30,19,16
11504,36,13,7
11505,20,16,14
11506,17,11,7
11507,8,7,7
11508,6,0,0
11509,8,4,3
11510,7,5,4
11511,27,22,19
11512,12,8,5
11513,29,26,24
11514,12,11,4
11515,6,3,2
11516,13,9,15
11517,10,4,4
11518,18,7,4
11519,9,4,2
11520,47,37,21
11521,39,25,18
11522,21,12,11
11523,20,11,6
11524,3,1,0
11525,21,12,10
11526,12,7,4
11527,28,23,17
11528,18,15,5
11529,32,29,24
11530,24,13,12
11531,18,9,5
11532,16,9,8
11533,32,18,13
11534,7,4,2
11535,14,6,3
11536,37,28,14
11537,9,5,3
11538,14,11,9
11539,7,6,5
11540,6,4,2
11541,18,11,8
11542,5,2,2
11543,10,7,6
11544,42,19,10
11545,15,11,9
11546,17,11,6
11547,25,19,17
11548,13,9,6
11549,20,8,8
11550,19,9,9
11551,15,11,9
11552,13,11,6
11553,10,7,5
11554,15,7,6
11555,16,9,6
11556,3,1,1
11557,14,9,9
11558,23,15,9
11559,22,16,9
11560,14,7,3
11561,27,14,6
11562,14,9,6
11563,16,11,10
11564,40,30,18
11565,26,11,9
11566,19,10,10
11567,16,7,6
11568,25,12,11
11569,4,3,1
11570,32,24,15
11571,22,13,6
11572,18,15,11
11573,17,13,9
11574,13,13,8
11575,28,14,9
11576,28,14,8
11577,9,7,5
11578,12,10,6
11579,12,3,2
11580,26,18,10
11581,35,18,10
11582,16,8,8
11583,31,20,11
11584,42,33,24
11585,28,22,16
11586,14,10,8
11587,22,16,10
11588,4,3,3
11589,13,9,7
11590,18,6,4
11591,12,9,3
11592,29,20,15
11593,19,10,9
11594,20,8,6
11595,37,29,22
11596,9,6,2
11597,17,10,8
11598,30,19,11
11599,9,10,2
11600,19,15,7
11601,14,7,6
11602,9,5,3
11603,9,9,5
11604,20,11,9
11605,19,15,11
11606,11,5,5
11607,30,7,6
11608,24,17,14
11609,21,13,10
11610,8,1,2
11611,30,18,13
11612,9,13,2
11613,15,8,6
11614,7,7,2
11615,19,10,8
11616,12,6,3
11617,17,14,9
11618,11,3,1
11619,9,3,3
11620,17,9,6
11621,5,4,3
11622,5,0,0
11623,19,6,8
11624,31,25,17
11625,13,7,5
11626,16,11,8
11627,26,10,10
11628,14,5,4
11629,13,7,4
11630,9,5,5
11631,3,1,1
11632,12,2,2
11633,18,12,11
11634,8,7,6
11635,18,14,10
11636,17,7,4
11637,3,0,0
11638,24,15,11
11639,17,8,6
11640,6,2,1
11641,11,6,6
11642,13,10,9
11643,11,7,6
11644,8,9,2
11645,12,9,7
11646,27,24,17
11647,12,8,9
11648,76,45,32
11649,22,13,11
11650,9,4,3
11651,13,9,8
11652,24,12,9
11653,14,4,5
11654,28,20,19
11655,14,10,6
11656,20,5,2
11657,8,7,4
11658,20,17,13
11659,15,10,5
11660,9,8,6
11661,31,20,8
11662,35,17,8
11663,17,14,8
11664,23,12,11
11665,10,8,5
11666,12,7,6
